name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
FSIDL,62,M,Retired,Married,None,30000,Urban,Honda,12,2.0,10000,0,1,2,5,Medium
HZTEA,43,M,Artist,Married,None,80000,Rural,Toyota,3,1.5,10000,3,2,2,2,Low
GTDVJ,62,F,Engineer,Single,Master,135000,Urban,Chevrolet,3,3.5,17000,0,2,1,6,Low
WIJGN,44,F,Retired,Married,Master,95000,Urban,Tesla,7,3.5,19000,1,0,0,29,Low
EYIXY,58,F,Doctor,Divorced,Master,60000,Rural,Toyota,9,3.0,10000,1,1,2,5,Medium
DNLMK,63,F,Architect,Married,PhD,75000,Urban,Toyota,13,2.5,14000,0,3,0,16,Low
ZQLAU,64,M,Doctor,Divorced,Bachelor,50000,Urban,Chevrolet,6,1.5,11000,1,2,1,17,Low
CTVVP,42,F,Engineer,Single,Master,20000,Rural,Chevrolet,6,1.5,17000,2,1,2,13,High
QXNHO,58,M,Doctor,Widowed,PhD,70000,Urban,Ford,5,3.5,15000,1,2,1,12,Low
IMUBZ,58,M,Architect,Widowed,PhD,60000,Rural,Honda,9,2.5,9000,3,0,1,3,Low
ZPWCV,69,M,Retired,Divorced,PhD,145000,Suburban,Nissan,2,2.0,18000,2,2,1,26,Low
HOOMJ,46,M,Lawyer,Divorced,PhD,75000,Suburban,Nissan,6,1.5,15000,2,2,2,6,Medium
WIRDA,59,M,Retired,Single,PhD,25000,Suburban,Toyota,10,2.0,13000,3,0,1,39,High
VSSZQ,35,F,Retired,Married,PhD,50000,Urban,BMW,12,1.5,13000,0,2,0,38,Low
BZFYV,43,M,Architect,Divorced,Master,105000,Suburban,Ford,12,2.5,16000,1,2,1,38,Low
QBVJD,28,F,Artist,Divorced,Bachelor,55000,Urban,Nissan,3,2.5,6000,0,2,2,32,Low
GWLCU,33,F,Doctor,Married,Bachelor,135000,Urban,Honda,12,4.0,14000,2,2,1,3,Low
DRENL,44,F,Teacher,Divorced,Bachelor,70000,Urban,Chevrolet,8,1.5,12000,2,1,1,10,Medium
OZPGX,33,M,Artist,Divorced,Bachelor,90000,Urban,Mercedes,4,4.0,18000,3,4,1,3,Low
CDUIH,60,F,Manager,Single,Bachelor,80000,Urban,Ford,13,3.0,5000,3,4,0,12,Low
OTPTO,66,F,Engineer,Married,Master,90000,Rural,Ford,1,2.5,12000,0,3,2,26,Medium
YDURI,44,F,Retired,Single,Bachelor,70000,Urban,Ford,7,3.0,5000,0,4,1,11,Low
OUDWR,62,M,Manager,Divorced,Master,60000,Urban,Nissan,1,4.0,14000,1,2,2,21,Low
NOVNY,27,M,Lawyer,Married,Bachelor,85000,Urban,BMW,8,4.0,18000,2,1,0,2,Medium
PLFPX,32,F,Manager,Widowed,Master,130000,Suburban,Tesla,11,2.0,7000,2,2,0,8,Low
XCDHE,62,M,Retired,Married,Master,95000,Rural,Chevrolet,10,4.0,18000,3,4,0,13,Low
TIZKY,55,M,Lawyer,Divorced,PhD,110000,Rural,Ford,5,1.5,5000,0,1,3,8,Medium
BDQSB,68,F,Engineer,Widowed,PhD,95000,Urban,Toyota,10,1.5,7000,3,3,2,36,Low
ZHYJS,34,M,Lawyer,Married,Master,65000,Suburban,Ford,8,2.0,13000,0,2,3,8,High
XJHDP,28,F,Architect,Divorced,Bachelor,70000,Urban,Honda,14,3.0,8000,3,0,2,11,High
EPQGY,36,F,Teacher,Widowed,Bachelor,140000,Suburban,Nissan,12,2.5,8000,0,2,0,13,Low
HQEZD,58,F,Lawyer,Widowed,Master,65000,Suburban,Nissan,3,3.0,8000,2,1,3,7,Low
INJSM,60,M,Artist,Married,PhD,130000,Suburban,Nissan,13,3.0,10000,0,0,1,9,Low
RUSTK,58,M,Doctor,Widowed,Master,105000,Suburban,BMW,8,2.5,7000,2,1,3,37,Medium
IHNRP,27,F,Engineer,Single,Bachelor,125000,Rural,Ford,6,3.5,17000,1,1,0,18,Low
HWTQD,57,M,Teacher,Married,PhD,115000,Urban,Audi,12,3.5,11000,3,1,1,24,High
GYAIF,67,M,Retired,Widowed,Master,105000,Suburban,BMW,8,3.5,5000,1,3,0,15,High
PAGSE,31,M,Artist,Widowed,Master,115000,Rural,Nissan,8,4.0,14000,3,1,3,9,Low
MUFLG,64,M,Lawyer,Single,Master,120000,Rural,Chevrolet,9,2.5,16000,0,4,1,39,Low
CHFPJ,49,F,Architect,Married,PhD,20000,Suburban,Audi,2,4.0,6000,3,1,2,11,Low
ONEID,44,M,Engineer,Widowed,PhD,70000,Rural,Ford,14,1.5,7000,0,0,3,30,Medium
IDKIE,34,M,Doctor,Widowed,Master,120000,Urban,Audi,14,1.5,16000,3,4,1,6,Low
NQGNX,40,F,Teacher,Single,PhD,35000,Urban,Chevrolet,9,2.0,15000,3,2,1,36,Low
OWANQ,20,M,Doctor,Widowed,PhD,135000,Urban,Tesla,11,2.0,18000,0,4,1,21,Medium
ALDDS,63,F,Artist,Widowed,Master,95000,Suburban,Mercedes,14,2.0,7000,2,3,2,31,Medium
EUKBF,18,F,Lawyer,Single,Bachelor,25000,Suburban,Nissan,3,3.0,8000,3,1,0,28,Low
NBKKH,48,F,Manager,Divorced,Master,110000,Urban,Chevrolet,10,4.0,9000,1,0,2,15,High
ESOCZ,56,M,Lawyer,Divorced,Bachelor,105000,Urban,Honda,13,2.0,7000,2,3,2,38,Low
VGUCZ,53,F,Architect,Married,Master,50000,Suburban,Honda,13,3.5,10000,1,0,3,26,Low
ULYRH,57,M,Lawyer,Divorced,PhD,90000,Urban,BMW,8,3.5,18000,3,4,0,12,Low
EBDKJ,26,F,Architect,Widowed,PhD,120000,Urban,Ford,12,4.0,14000,1,4,3,33,Low
MMUIH,21,F,Artist,Single,Master,20000,Urban,BMW,5,3.5,15000,1,3,1,34,Low
TVEWG,34,M,Lawyer,Divorced,Bachelor,135000,Rural,Mercedes,14,4.0,6000,0,0,1,28,Medium
THAFJ,24,F,Engineer,Divorced,Master,60000,Urban,Mercedes,8,3.5,18000,1,1,2,5,Low
VNGIC,47,F,Manager,Widowed,Master,75000,Rural,Nissan,9,3.0,14000,3,0,3,2,Medium
JJIZB,34,M,Engineer,Married,Master,85000,Rural,Nissan,2,3.0,8000,3,0,1,16,Low
WIMNE,27,F,Doctor,Widowed,Master,115000,Suburban,Ford,3,3.5,13000,2,2,2,8,Medium
SKNKY,36,F,Lawyer,Married,Master,70000,Urban,Ford,6,2.0,8000,1,2,2,18,Low
AHPMO,35,M,Lawyer,Single,Master,40000,Urban,Nissan,5,1.5,18000,2,0,2,10,Low
QQXBG,66,M,Manager,Widowed,Master,40000,Suburban,Audi,13,1.5,7000,1,3,1,18,Low
XXVGL,44,M,Teacher,Widowed,Bachelor,105000,Rural,Nissan,10,2.0,16000,0,2,0,17,Low
TYQZU,37,M,Engineer,Single,Bachelor,115000,Rural,Honda,3,3.0,13000,1,4,2,25,Medium
KDJYK,58,M,Student,Widowed,Bachelor,125000,Rural,Toyota,13,3.0,9000,1,2,1,39,Low
DAEPB,65,F,Architect,Married,Bachelor,25000,Urban,Chevrolet,11,3.5,9000,2,1,0,28,Low
VVEDI,68,F,Student,Married,Master,90000,Urban,BMW,1,1.5,11000,3,0,0,9,Low
RGKYT,24,M,Student,Married,Master,120000,Urban,Chevrolet,4,2.0,17000,0,4,1,6,Low
VDBCB,21,F,Retired,Widowed,Master,45000,Urban,Toyota,9,3.5,18000,0,3,2,19,Low
WGREU,60,M,Retired,Single,None,105000,Urban,Mercedes,2,4.0,19000,2,4,0,32,Low
EBNHN,58,F,Artist,Married,PhD,100000,Urban,Chevrolet,8,2.0,15000,3,0,1,37,Low
QJBET,49,F,Lawyer,Widowed,PhD,130000,Urban,Honda,7,3.5,17000,1,2,2,4,Medium
WCOZF,38,M,Doctor,Widowed,Master,50000,Urban,Nissan,5,1.5,16000,3,2,0,15,Low
NOBGN,48,M,Artist,Divorced,Bachelor,95000,Suburban,Nissan,2,3.5,10000,3,4,3,15,Low
AJPUM,69,F,Artist,Single,Bachelor,40000,Rural,Chevrolet,7,3.5,7000,3,2,1,36,Low
YXFKQ,47,M,Manager,Divorced,Master,85000,Urban,Audi,10,3.5,13000,1,1,1,9,Low
MFGCY,47,F,Artist,Single,Bachelor,90000,Suburban,Nissan,9,2.5,16000,1,0,3,30,Low
BVNAK,26,M,Engineer,Divorced,Bachelor,105000,Urban,Ford,10,2.5,10000,0,2,1,33,Low
XYEZE,52,M,Teacher,Single,None,110000,Urban,Nissan,12,3.0,11000,2,4,1,22,Low
CZKUI,58,M,Engineer,Divorced,Bachelor,55000,Rural,Honda,12,3.5,5000,3,3,1,33,Medium
YZHLN,44,M,Engineer,Single,Bachelor,145000,Suburban,Mercedes,5,3.0,7000,3,4,3,14,Low
OFFIS,64,F,Manager,Widowed,Bachelor,75000,Rural,Mercedes,14,2.5,10000,2,4,2,39,Low
IXQUT,63,F,Retired,Single,Bachelor,140000,Rural,Audi,7,3.0,18000,3,3,1,15,Low
MDEQQ,62,M,Retired,Single,PhD,145000,Rural,Tesla,14,2.0,18000,2,4,0,22,Low
IEHXJ,19,M,Student,Widowed,Master,105000,Rural,Chevrolet,5,4.0,12000,0,3,3,8,Medium
SUBVP,26,M,Artist,Single,Master,80000,Suburban,Honda,13,4.0,19000,2,4,0,19,Low
EGUAH,30,F,Teacher,Widowed,PhD,30000,Urban,Ford,11,2.5,9000,1,1,3,18,Medium
BPGZL,61,M,Retired,Widowed,Bachelor,90000,Rural,BMW,10,4.0,8000,3,0,2,26,Low
GNLQF,60,M,Architect,Widowed,Master,115000,Urban,Honda,3,2.0,9000,1,2,3,8,Low
XAUAX,50,M,Retired,Single,PhD,30000,Urban,Nissan,8,3.5,10000,2,1,0,20,High
MWFNC,33,M,Engineer,Divorced,Master,90000,Suburban,Mercedes,8,3.0,5000,2,3,1,4,Low
TUTXB,42,F,Teacher,Married,Master,25000,Rural,Honda,13,3.5,16000,1,1,1,8,Low
PFRSS,36,M,Engineer,Divorced,PhD,110000,Suburban,Toyota,2,2.0,9000,2,3,1,19,Medium
ITYGA,20,F,Student,Widowed,Bachelor,110000,Rural,Audi,8,4.0,17000,2,2,1,16,Low
PXLHF,28,F,Doctor,Widowed,PhD,140000,Urban,Chevrolet,7,4.0,11000,2,3,3,13,Low
YKVPE,64,F,Teacher,Widowed,Master,45000,Urban,Mercedes,4,1.5,16000,1,4,3,11,High
GHDLO,67,M,Retired,Divorced,Master,45000,Rural,Audi,5,3.5,17000,2,2,2,7,Low
XJHNW,40,M,Manager,Widowed,Master,125000,Urban,Toyota,1,3.0,15000,0,3,0,24,Low
TZHFH,64,F,Retired,Married,Bachelor,130000,Urban,Audi,5,3.5,19000,0,4,2,11,Medium
UFHIM,49,M,Retired,Married,Master,70000,Suburban,Ford,11,3.5,6000,0,2,3,29,Low
BLEAX,20,M,Artist,Widowed,Master,40000,Urban,Toyota,10,1.5,7000,2,3,1,26,Low
XDZVX,53,F,Architect,Widowed,Master,125000,Rural,Ford,6,1.5,15000,2,1,3,25,Medium
RPTTF,21,F,Doctor,Widowed,Bachelor,100000,Suburban,Toyota,12,3.0,18000,3,1,2,14,Medium
IJAAX,63,M,Manager,Divorced,Bachelor,110000,Urban,Chevrolet,1,3.0,5000,3,0,3,8,Low
ARIZD,45,F,Engineer,Single,PhD,105000,Rural,Ford,13,2.0,13000,2,2,1,31,Low
AKQES,55,M,Teacher,Widowed,Master,55000,Suburban,BMW,11,3.5,12000,3,3,1,26,Low
RFORS,18,F,Student,Divorced,None,90000,Urban,Chevrolet,5,2.0,16000,0,2,3,36,Low
KBHIP,29,M,Retired,Single,Master,120000,Suburban,BMW,14,1.5,17000,3,4,0,23,Medium
WXBBV,34,M,Engineer,Married,Master,95000,Suburban,Honda,2,4.0,12000,1,2,1,29,Low
IZXBR,37,F,Architect,Married,Master,50000,Rural,Ford,6,3.5,6000,1,0,2,21,Medium
YJOXM,64,M,Doctor,Married,Master,25000,Suburban,Ford,4,3.5,14000,0,0,1,3,Low
GCRZM,50,M,Student,Married,Master,50000,Suburban,Ford,5,2.0,9000,1,2,2,19,Low
HLMAQ,65,F,Teacher,Divorced,PhD,115000,Urban,Nissan,4,3.0,7000,1,3,2,24,Low
BHWQU,45,F,Architect,Divorced,Master,140000,Urban,Mercedes,8,3.0,8000,1,1,2,22,High
DMTZP,45,M,Teacher,Widowed,Master,135000,Rural,Tesla,8,2.5,19000,3,3,2,34,Low
CGLNM,34,F,Teacher,Widowed,PhD,90000,Urban,Honda,11,1.5,8000,1,2,3,12,Low
GBQZV,69,M,Doctor,Divorced,PhD,145000,Urban,Tesla,9,3.0,19000,0,3,3,3,Medium
BIUJP,67,M,Artist,Single,Bachelor,110000,Suburban,BMW,2,1.5,11000,3,1,1,37,Low
PGUFP,29,M,Doctor,Single,Master,85000,Suburban,Toyota,2,2.5,19000,1,0,2,1,Low
KCIHT,18,M,Retired,Single,Master,55000,Suburban,Chevrolet,13,2.5,14000,1,1,3,28,Low
JLVAY,61,F,Teacher,Single,PhD,145000,Urban,Ford,14,3.0,5000,1,0,2,17,Medium
JQVCH,48,F,Retired,Married,Master,70000,Suburban,BMW,12,4.0,6000,1,2,2,22,Medium
NKKGY,38,M,Teacher,Divorced,Master,35000,Rural,Ford,2,2.5,14000,3,2,2,38,Low
BLHRP,32,F,Teacher,Divorced,Bachelor,95000,Urban,Chevrolet,6,3.5,11000,1,3,0,1,Low
TEAWC,52,M,Doctor,Single,Master,70000,Suburban,Tesla,13,4.0,15000,1,1,0,9,Low
AFVJX,43,M,Doctor,Single,Master,60000,Urban,Toyota,13,3.5,14000,3,1,0,24,Medium
LLDBZ,32,F,Student,Divorced,Master,130000,Rural,Ford,1,2.0,9000,1,3,2,18,Low
LZHCN,25,M,Student,Single,Bachelor,20000,Urban,Honda,9,1.5,12000,1,4,0,13,High
KSGFY,61,F,Engineer,Widowed,Master,55000,Urban,Audi,9,3.5,14000,2,2,2,25,High
QCQGY,62,F,Teacher,Single,Bachelor,100000,Rural,Nissan,12,1.5,5000,0,1,1,35,Low
MXZWV,65,F,Architect,Single,Master,20000,Urban,Audi,5,1.5,17000,3,2,3,19,Low
PGVYK,36,F,Teacher,Single,Master,115000,Urban,Honda,10,1.5,14000,1,2,1,35,Low
RFJKR,67,F,Lawyer,Divorced,Bachelor,20000,Rural,Mercedes,11,4.0,19000,2,4,0,17,Low
ENNQC,32,F,Architect,Divorced,Master,100000,Rural,Audi,1,2.5,12000,2,1,3,22,Low
PUWLR,54,F,Engineer,Single,PhD,30000,Urban,Tesla,2,2.5,13000,0,2,3,38,Low
YCVLY,58,M,Doctor,Single,Master,100000,Rural,BMW,7,3.5,5000,1,0,3,18,Medium
GXAUN,49,M,Lawyer,Single,PhD,30000,Urban,BMW,11,2.0,8000,0,4,3,10,Low
FHDWH,52,F,Retired,Divorced,Master,25000,Suburban,Mercedes,12,3.5,13000,2,4,2,32,Medium
ADMNO,43,M,Artist,Widowed,PhD,60000,Rural,BMW,7,2.0,19000,1,4,3,4,Low
XRAHC,50,F,Teacher,Divorced,Master,40000,Urban,Chevrolet,5,2.0,11000,3,2,0,38,Low
ANHBO,40,M,Manager,Divorced,Master,105000,Urban,BMW,11,3.5,16000,1,3,1,30,Low
DRIAF,62,M,Architect,Single,Bachelor,40000,Suburban,Honda,1,3.5,13000,0,0,1,35,Medium
ZRKNM,63,F,Manager,Married,PhD,140000,Rural,Honda,10,2.0,10000,0,1,0,15,Low
GPZRB,53,F,Student,Widowed,Bachelor,25000,Rural,Ford,6,2.5,11000,0,0,2,25,Low
QBUXB,64,M,Artist,Widowed,PhD,115000,Suburban,Chevrolet,2,1.5,13000,2,1,2,12,Low
ZALAY,39,M,Architect,Single,None,55000,Suburban,Nissan,6,1.5,10000,2,2,1,33,Low
TCGYX,21,F,Retired,Divorced,Master,30000,Suburban,Nissan,13,2.0,19000,2,1,3,20,Low
WDEVN,66,M,Engineer,Married,PhD,25000,Urban,Audi,4,4.0,10000,2,2,1,13,Medium
YDSGB,57,M,Engineer,Divorced,Master,80000,Rural,BMW,2,1.5,11000,3,0,1,8,Medium
XDYMO,69,M,Teacher,Married,PhD,25000,Suburban,Nissan,8,3.5,15000,2,0,3,24,High
PZVXQ,42,M,Artist,Widowed,None,105000,Urban,Ford,13,4.0,9000,1,3,3,26,Medium
PAJCX,65,M,Student,Divorced,Master,70000,Urban,Tesla,12,3.0,12000,3,3,1,39,Low
VZESG,65,M,Artist,Married,Master,125000,Suburban,Audi,8,2.0,13000,0,1,2,20,Medium
HOVEV,47,M,Doctor,Widowed,Bachelor,110000,Rural,Honda,12,3.0,6000,1,4,2,28,Medium
NAQBC,67,M,Lawyer,Married,None,135000,Rural,Chevrolet,7,3.5,9000,3,1,0,31,Medium
MOKHO,55,M,Retired,Divorced,PhD,145000,Rural,Mercedes,13,4.0,18000,1,1,2,2,Low
DOBMS,62,F,Teacher,Divorced,PhD,70000,Urban,Tesla,12,2.0,15000,2,1,2,3,Low
FJAJT,37,M,Artist,Single,Bachelor,30000,Urban,Audi,8,2.5,6000,1,0,3,6,Medium
ZEKXH,25,F,Lawyer,Single,PhD,25000,Rural,Audi,1,1.5,5000,2,1,2,16,Low
NEPBH,37,F,Architect,Widowed,PhD,145000,Urban,Nissan,6,3.0,14000,0,0,3,11,Low
MGUZU,59,M,Engineer,Divorced,Master,125000,Rural,Chevrolet,4,1.5,10000,2,1,0,8,Low
HDQKR,29,M,Student,Married,Bachelor,135000,Rural,Audi,11,2.5,14000,0,4,0,5,Low
FRKUQ,25,F,Student,Divorced,None,75000,Rural,Mercedes,9,4.0,19000,0,4,0,1,Medium
UIUTW,47,M,Engineer,Married,Master,20000,Rural,Chevrolet,12,3.5,10000,3,1,1,26,Low
WQLFY,38,M,Architect,Widowed,Bachelor,20000,Suburban,Mercedes,12,3.0,8000,2,3,3,35,Medium
CGVIZ,36,F,Architect,Single,PhD,80000,Urban,Audi,9,2.5,12000,3,3,0,29,Low
NJCLT,52,F,Engineer,Married,PhD,145000,Urban,Nissan,9,4.0,5000,0,1,2,28,Low
YDEEJ,26,F,Architect,Widowed,Master,25000,Urban,Honda,14,1.5,9000,1,2,3,30,Medium
GZLMT,18,M,Engineer,Divorced,PhD,115000,Urban,Honda,11,2.0,17000,2,2,2,13,Low
XKMOM,52,M,Engineer,Widowed,PhD,105000,Urban,Toyota,12,1.5,14000,1,2,0,27,High
RGMCJ,49,M,Architect,Single,Master,35000,Rural,Ford,1,3.5,6000,3,0,0,38,Medium
LTBSQ,27,F,Lawyer,Married,Master,20000,Rural,Tesla,9,2.5,19000,3,4,3,36,Low
VJLTN,64,F,Artist,Married,Master,75000,Urban,Mercedes,10,2.5,5000,0,0,1,22,Low
OIEMY,58,M,Architect,Married,Master,65000,Urban,BMW,1,3.0,16000,0,4,3,19,Low
LJTXK,39,F,Manager,Divorced,Master,55000,Suburban,Nissan,11,1.5,16000,0,0,1,37,Low
ASOSP,49,M,Student,Married,None,130000,Rural,Chevrolet,1,1.5,6000,1,3,0,33,Medium
HIPXA,56,F,Retired,Married,Master,50000,Rural,Tesla,6,4.0,10000,1,1,2,23,Low
QYBBK,67,F,Retired,Single,PhD,80000,Urban,BMW,7,3.5,13000,3,4,0,16,Low
QCHQT,53,F,Retired,Divorced,Bachelor,85000,Urban,Nissan,11,2.0,14000,1,0,3,8,Low
IYVRV,66,M,Retired,Married,Master,65000,Suburban,Mercedes,9,3.5,17000,1,2,2,8,Low
CFUHR,23,M,Architect,Married,None,140000,Urban,BMW,13,3.0,13000,3,1,1,16,High
NQBZN,54,F,Student,Single,PhD,25000,Urban,Nissan,8,2.0,18000,2,3,2,13,Low
LAFTM,20,F,Student,Single,Master,50000,Urban,Mercedes,7,1.5,16000,1,0,0,10,Low
VCHFH,19,M,Doctor,Married,Master,80000,Rural,Chevrolet,5,3.0,12000,1,0,3,23,Low
PADTW,19,M,Lawyer,Divorced,Master,65000,Rural,Audi,12,4.0,5000,2,1,3,9,Low
WKAUN,57,M,Manager,Single,Master,50000,Suburban,BMW,8,2.0,12000,1,2,3,10,Low
GVAEF,35,F,Artist,Divorced,None,35000,Urban,Mercedes,12,4.0,9000,1,1,0,26,Low
RPPMB,64,F,Doctor,Married,Master,115000,Suburban,Nissan,11,4.0,14000,0,0,1,31,Low
XFCVQ,19,M,Student,Divorced,Bachelor,60000,Suburban,Honda,13,3.0,8000,1,1,0,11,Low
NBMBI,56,F,Engineer,Married,Master,45000,Suburban,Honda,12,2.5,11000,3,3,1,15,Low
IWFPC,47,M,Architect,Widowed,Master,110000,Urban,Honda,9,1.5,9000,0,3,0,19,Low
YAXDB,41,M,Artist,Single,PhD,50000,Urban,Audi,4,1.5,6000,1,3,1,20,Medium
OVAAH,59,M,Teacher,Married,Master,100000,Suburban,Ford,8,2.0,12000,0,4,1,4,Low
WGFWN,55,F,Retired,Single,PhD,115000,Suburban,Toyota,4,2.5,6000,3,0,1,5,Medium
BHLSX,43,F,Architect,Widowed,None,40000,Suburban,Mercedes,2,3.0,6000,0,0,0,25,Medium
TXEVZ,28,M,Architect,Married,None,70000,Urban,Tesla,8,3.5,18000,1,0,1,37,Medium
PMAJU,23,M,Teacher,Divorced,Master,145000,Urban,Audi,11,3.0,11000,0,1,1,24,Medium
GGTXY,65,F,Manager,Widowed,Bachelor,85000,Suburban,BMW,1,1.5,8000,3,3,2,27,Medium
GQJOU,37,M,Engineer,Widowed,Master,125000,Rural,Mercedes,14,3.0,6000,0,4,2,12,Low
WMUJX,32,F,Lawyer,Divorced,Master,70000,Urban,Toyota,3,3.5,14000,2,4,2,19,Low
BOUUD,37,M,Lawyer,Widowed,None,30000,Rural,Tesla,9,2.0,19000,3,2,0,23,High
XBCJR,34,F,Retired,Widowed,None,75000,Rural,Toyota,6,3.5,16000,1,0,0,38,Medium
MKPHG,61,M,Architect,Divorced,Bachelor,90000,Rural,BMW,10,4.0,13000,0,4,3,21,Medium
YQYUE,26,F,Lawyer,Widowed,PhD,25000,Rural,Chevrolet,10,3.0,17000,2,0,2,13,Medium
ZIPAV,65,F,Lawyer,Widowed,Master,75000,Suburban,Tesla,1,3.5,14000,0,2,1,34,Low
OSBAB,48,F,Engineer,Married,PhD,60000,Suburban,Toyota,14,1.5,19000,0,2,3,21,Medium
EXSOX,25,M,Student,Widowed,Master,130000,Rural,Nissan,14,4.0,17000,0,2,2,1,Medium
ROBOT,54,M,Doctor,Single,PhD,25000,Urban,Toyota,2,3.5,14000,3,4,2,22,Low
XWEJU,34,M,Teacher,Widowed,Bachelor,125000,Urban,Ford,14,3.0,18000,2,1,2,8,High
BYEJY,35,M,Student,Widowed,Bachelor,60000,Rural,Tesla,7,3.5,13000,0,3,3,38,Medium
WLZXQ,61,M,Manager,Divorced,None,145000,Urban,Toyota,8,3.5,10000,1,0,2,30,High
QAXAU,48,F,Engineer,Divorced,Master,65000,Rural,Honda,8,4.0,9000,2,3,0,22,Low
XLLZE,60,M,Teacher,Married,Master,70000,Rural,Nissan,10,2.0,10000,2,3,2,24,High
ALIIL,23,F,Student,Married,Bachelor,70000,Urban,Audi,6,3.0,9000,3,0,1,8,Medium
QRSYQ,26,F,Doctor,Widowed,Master,145000,Urban,Nissan,5,2.0,16000,1,2,1,20,Medium
QKEEJ,53,F,Doctor,Divorced,Master,50000,Urban,Mercedes,10,2.0,5000,2,1,1,27,Low
YAGQG,22,F,Retired,Widowed,None,35000,Urban,Honda,12,1.5,5000,1,3,3,7,Low
RHWXI,22,F,Engineer,Divorced,Master,65000,Rural,Honda,7,2.0,16000,3,0,3,17,Low
ZMDJT,38,M,Teacher,Divorced,Master,105000,Urban,BMW,10,2.5,19000,3,3,1,19,Low
IDFNC,43,M,Teacher,Widowed,Master,35000,Rural,Honda,14,2.0,12000,2,0,0,36,High
RPWEN,53,F,Manager,Widowed,Bachelor,20000,Urban,BMW,6,2.5,13000,2,4,1,21,High
CZBYS,45,M,Retired,Single,PhD,75000,Urban,Ford,10,2.5,6000,0,1,1,38,Medium
CQXEC,57,F,Architect,Single,PhD,70000,Rural,Toyota,2,4.0,7000,3,1,1,27,Low
MSKRJ,22,M,Architect,Single,Master,105000,Urban,Tesla,10,2.0,8000,2,2,2,25,Low
BUCYW,37,F,Teacher,Single,Master,85000,Rural,Mercedes,4,4.0,16000,3,1,1,10,Low
HTCYA,37,F,Retired,Widowed,PhD,125000,Urban,Mercedes,1,2.0,10000,2,3,1,28,Low
XNSWM,32,M,Engineer,Widowed,PhD,100000,Suburban,Chevrolet,12,4.0,18000,0,3,1,20,Low
WHHTX,21,M,Manager,Widowed,None,70000,Urban,Ford,4,3.5,6000,2,2,2,20,Medium
WOFRB,24,F,Engineer,Single,PhD,35000,Urban,Toyota,4,1.5,11000,0,4,1,19,Low
ELRVE,18,M,Lawyer,Married,Master,120000,Rural,Nissan,9,3.0,10000,0,4,1,32,Medium
ZYTGP,67,M,Teacher,Widowed,Bachelor,70000,Rural,Ford,11,3.0,14000,2,3,3,32,Medium
AEXFV,59,F,Retired,Single,Bachelor,95000,Suburban,Nissan,5,4.0,8000,1,3,3,17,Medium
QVYRL,65,F,Retired,Divorced,None,100000,Suburban,Audi,13,4.0,17000,3,3,1,12,Low
JCITY,56,M,Teacher,Divorced,Bachelor,115000,Suburban,Mercedes,3,3.5,18000,0,1,2,37,Medium
KIXUV,61,F,Lawyer,Divorced,None,130000,Rural,Honda,14,3.0,16000,1,3,1,16,Low
JVNZS,54,M,Manager,Widowed,PhD,90000,Suburban,Honda,8,3.0,19000,1,2,2,24,Low
JURIY,61,M,Lawyer,Single,Bachelor,105000,Suburban,Chevrolet,11,4.0,18000,1,3,1,9,Low
MDZMS,21,F,Artist,Divorced,Master,120000,Urban,BMW,7,4.0,13000,0,3,0,26,Medium
LRWWJ,69,F,Lawyer,Married,Master,95000,Suburban,BMW,11,2.0,11000,2,2,0,1,Medium
MMUNU,53,F,Architect,Married,Master,35000,Suburban,Mercedes,7,2.0,9000,1,0,3,33,Low
JSHAG,52,F,Teacher,Married,Bachelor,130000,Urban,Chevrolet,5,1.5,13000,1,1,0,36,Low
UDMVK,63,M,Artist,Married,Bachelor,30000,Rural,BMW,1,2.5,13000,3,4,2,33,Low
VSTNY,27,F,Artist,Divorced,Master,110000,Urban,Audi,1,3.5,14000,2,3,3,37,Low
WUAUH,36,M,Architect,Divorced,Bachelor,100000,Urban,Tesla,1,2.5,13000,3,3,0,18,Low
WIIWM,49,M,Teacher,Married,PhD,70000,Urban,Toyota,7,2.0,11000,2,1,1,32,Low
KUMTA,54,M,Lawyer,Single,Master,135000,Rural,Toyota,8,2.5,7000,2,3,2,38,Low
UXDCQ,44,F,Lawyer,Single,PhD,100000,Urban,Audi,13,1.5,6000,2,4,2,20,Medium
RBYNC,42,F,Architect,Single,Bachelor,130000,Suburban,Audi,9,3.0,6000,2,3,3,8,Low
AGYUB,32,M,Architect,Divorced,PhD,125000,Urban,Audi,2,4.0,8000,3,4,2,8,Medium
FKSEQ,31,F,Artist,Married,PhD,130000,Rural,Honda,2,2.0,11000,0,2,1,20,Low
ULYMJ,57,F,Artist,Married,Master,45000,Rural,Tesla,11,2.0,19000,0,4,3,7,Low
NDJEN,54,F,Engineer,Single,Master,70000,Urban,Audi,10,2.0,11000,1,0,3,2,Medium
MZVEY,47,M,Retired,Married,PhD,125000,Urban,Chevrolet,6,3.0,13000,3,1,3,20,Low
AXRCY,49,F,Teacher,Single,Master,55000,Rural,Toyota,1,4.0,19000,1,4,3,29,High
XJMDQ,39,M,Lawyer,Divorced,Master,90000,Rural,Mercedes,2,3.0,9000,3,2,1,30,Medium
