name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
WATHS,38,M,Doctor,Widowed,Bachelor,30000,Suburban,Toyota,9,2.0,11000,1,1,0,31,Medium
GIAXW,31,M,Doctor,Divorced,None,140000,Rural,BMW,10,3.0,7000,0,4,2,31,Medium
KYOMJ,36,M,Teacher,Married,Bachelor,70000,Suburban,Audi,12,2.5,6000,3,1,0,19,High
AXLHT,30,M,Doctor,Single,Bachelor,135000,Urban,Tesla,13,2.0,10000,1,2,0,31,Medium
NFRRP,65,M,Architect,Widowed,None,140000,Urban,Toyota,12,2.0,10000,0,2,2,27,Medium
CMXXH,49,F,Lawyer,Married,Bachelor,80000,Suburban,Toyota,4,3.5,15000,3,2,0,29,High
EBUNN,31,F,Teacher,Married,PhD,115000,Suburban,Nissan,11,3.0,7000,1,2,0,12,Low
HOPVI,38,F,Architect,Single,Bachelor,65000,Rural,Toyota,8,2.0,5000,0,1,0,4,Medium
FKPIV,21,F,Doctor,Widowed,Master,100000,Urban,Toyota,10,3.5,18000,3,4,3,7,Low
QCBAR,59,F,Doctor,Divorced,PhD,60000,Rural,Ford,9,1.5,14000,3,2,1,13,High
YSBLN,56,M,Architect,Married,Master,65000,Urban,Audi,2,3.0,7000,0,4,2,33,Medium
LNNXI,46,M,Architect,Married,None,30000,Urban,BMW,11,1.5,14000,0,2,1,13,Medium
JJJGN,61,F,Manager,Divorced,PhD,100000,Suburban,Tesla,2,2.5,16000,1,2,0,36,Medium
TZHWC,63,F,Artist,Single,Master,125000,Urban,BMW,2,1.5,18000,1,4,0,33,Medium
AJLJP,50,M,Doctor,Married,None,60000,Suburban,BMW,4,3.0,7000,3,1,2,25,High
CKXAC,69,M,Architect,Single,Bachelor,130000,Urban,Toyota,1,4.0,18000,0,3,0,23,Medium
NDQDI,33,F,Teacher,Divorced,Bachelor,45000,Rural,Chevrolet,1,3.0,16000,0,4,1,23,Low
ZQDOE,69,F,Manager,Widowed,None,130000,Suburban,Audi,9,3.5,14000,3,3,2,14,Medium
QBACX,26,F,Doctor,Widowed,PhD,85000,Urban,Tesla,1,1.5,19000,2,1,0,12,Low
VNRYA,20,M,Artist,Widowed,Master,60000,Suburban,BMW,6,1.5,7000,1,3,0,30,High
TXSBR,50,F,Doctor,Widowed,Master,75000,Rural,Ford,14,3.0,14000,3,4,3,7,High
GQUIS,66,M,Manager,Married,PhD,25000,Rural,Toyota,5,2.0,17000,2,3,0,28,High
UZLTT,62,M,Retired,Widowed,None,100000,Suburban,BMW,11,1.5,16000,3,1,1,36,Low
EONDE,19,M,Artist,Divorced,PhD,20000,Suburban,Mercedes,5,3.0,18000,2,2,2,8,High
ANAYE,64,F,Doctor,Divorced,Master,120000,Suburban,Tesla,11,4.0,12000,0,4,2,27,Medium
MPCMM,34,M,Manager,Single,Bachelor,40000,Suburban,Toyota,8,1.5,17000,2,1,1,33,High
GTJHW,44,M,Engineer,Married,PhD,115000,Rural,Audi,3,3.5,7000,3,4,1,8,High
BYOQG,55,F,Lawyer,Single,Master,30000,Rural,Chevrolet,13,3.0,7000,0,1,3,23,Low
XGSZJ,20,M,Teacher,Divorced,None,80000,Rural,Nissan,12,4.0,14000,1,0,1,1,Medium
GVHZW,62,M,Artist,Married,PhD,25000,Urban,Mercedes,13,2.5,17000,0,2,2,8,Low
ZHMGF,20,M,Doctor,Married,PhD,100000,Urban,Ford,11,4.0,10000,1,1,1,39,High
ICSVL,67,M,Architect,Married,PhD,20000,Urban,Mercedes,7,3.0,14000,3,0,1,38,Low
AKCHE,53,F,Lawyer,Widowed,Bachelor,55000,Rural,BMW,1,1.5,11000,1,1,1,36,High
CVJLO,29,M,Doctor,Single,PhD,50000,Rural,Chevrolet,8,4.0,18000,2,0,3,8,Low
LFVVG,48,F,Architect,Widowed,None,130000,Suburban,Ford,9,3.0,19000,3,2,3,3,High
FGJGX,30,M,Manager,Divorced,Bachelor,45000,Suburban,Ford,14,2.0,12000,1,0,1,24,Medium
XAZMO,65,M,Artist,Married,None,85000,Urban,Honda,3,2.0,19000,1,0,0,8,Low
RKNGT,27,F,Architect,Widowed,None,125000,Rural,Nissan,6,2.5,9000,2,1,1,7,High
TZNOI,69,F,Doctor,Divorced,Master,110000,Urban,BMW,7,4.0,9000,2,3,3,33,Low
BGYOR,29,F,Lawyer,Single,Master,120000,Rural,Chevrolet,1,4.0,18000,0,2,1,23,High
GFHJB,18,M,Artist,Married,None,60000,Rural,Tesla,5,2.0,10000,1,1,3,31,Medium
BAQXI,66,M,Lawyer,Widowed,Bachelor,100000,Rural,Tesla,10,4.0,6000,1,3,2,28,High
IXYSE,26,M,Student,Widowed,PhD,60000,Suburban,Audi,5,3.5,9000,3,0,3,17,High
PIUHZ,43,F,Engineer,Widowed,None,40000,Urban,Chevrolet,10,3.5,5000,0,1,3,29,Medium
IYFLQ,53,F,Doctor,Single,PhD,105000,Urban,Nissan,14,2.5,8000,2,2,3,19,High
HSNJN,49,F,Doctor,Single,Master,95000,Urban,Tesla,8,3.0,17000,1,0,0,36,Medium
ZZNMQ,19,F,Lawyer,Married,Master,130000,Suburban,Honda,3,4.0,16000,1,0,1,10,Medium
QQJIJ,39,M,Teacher,Divorced,Master,120000,Suburban,Chevrolet,7,3.5,8000,3,0,1,30,High
TUWFA,36,F,Engineer,Widowed,Bachelor,20000,Suburban,Audi,14,4.0,12000,3,3,1,38,Medium
MLIDL,59,M,Architect,Married,Bachelor,85000,Suburban,Tesla,9,1.5,7000,3,3,1,9,Medium
RAKBQ,63,F,Artist,Widowed,PhD,115000,Suburban,Nissan,2,1.5,19000,0,0,2,24,Medium
NXELC,46,F,Architect,Widowed,PhD,20000,Urban,Toyota,9,4.0,16000,3,3,2,7,High
NFMUL,64,F,Teacher,Single,Bachelor,50000,Urban,Mercedes,13,3.5,11000,2,1,1,2,Low
PFNDG,32,M,Retired,Divorced,Bachelor,35000,Suburban,Chevrolet,7,1.5,16000,1,1,2,6,Low
TIZZV,33,M,Artist,Divorced,None,100000,Suburban,BMW,13,4.0,15000,2,3,2,22,Medium
ZRUHQ,55,M,Architect,Single,Master,70000,Urban,Nissan,8,2.0,17000,2,4,0,8,Low
ZHRMN,36,F,Retired,Single,None,20000,Urban,Tesla,14,3.5,12000,3,2,0,38,Low
GSBBJ,23,M,Doctor,Widowed,Master,75000,Rural,Ford,6,2.0,8000,3,1,3,5,Low
XUYTA,60,M,Manager,Widowed,PhD,140000,Suburban,BMW,13,3.5,13000,3,0,1,13,Medium
NOZLD,43,F,Engineer,Divorced,Bachelor,60000,Rural,Nissan,4,3.0,7000,0,2,2,25,High
NZVLN,58,F,Retired,Divorced,PhD,50000,Urban,Mercedes,13,2.0,11000,3,3,2,30,High
AOIKJ,65,M,Manager,Divorced,PhD,75000,Urban,Honda,3,3.0,16000,3,1,2,10,Medium
YQDKN,45,M,Engineer,Single,Master,20000,Rural,Toyota,14,2.5,11000,0,4,0,5,Medium
WVMZK,55,M,Artist,Single,Bachelor,125000,Rural,Ford,14,2.5,9000,2,0,3,22,High
DEFRA,61,F,Teacher,Married,Master,85000,Urban,Mercedes,7,3.5,7000,0,2,0,37,Medium
XXHRL,64,M,Student,Widowed,Bachelor,90000,Suburban,Tesla,11,4.0,10000,2,0,0,36,Low
LBPHG,38,M,Architect,Single,PhD,140000,Suburban,Nissan,11,3.0,15000,3,0,3,23,High
SWZOY,24,M,Doctor,Divorced,PhD,55000,Rural,Toyota,14,2.0,5000,2,1,0,5,Medium
RULBE,29,M,Artist,Single,Master,110000,Suburban,Tesla,4,1.5,8000,3,3,0,37,High
DAMAF,19,F,Student,Divorced,Master,85000,Suburban,Mercedes,6,1.5,14000,0,4,0,29,Medium
MHIDX,44,F,Artist,Married,Bachelor,80000,Rural,Mercedes,11,2.5,19000,0,0,2,38,Medium
FCJSG,42,F,Student,Single,Bachelor,35000,Suburban,Audi,8,3.5,8000,0,3,3,38,Low
JBEFX,27,F,Doctor,Single,None,130000,Urban,Mercedes,8,2.0,9000,0,3,1,35,Medium
QWZWO,63,M,Doctor,Married,PhD,105000,Rural,Chevrolet,6,4.0,8000,0,1,2,34,Medium
ROURK,65,F,Manager,Single,Master,115000,Suburban,Mercedes,1,2.0,14000,1,2,0,29,Medium
GCKMH,34,M,Teacher,Single,Bachelor,55000,Suburban,Toyota,5,2.5,5000,0,2,1,19,High
VNLVC,31,F,Student,Married,Master,95000,Urban,Toyota,12,2.0,13000,0,2,0,39,High
KAQGP,53,F,Doctor,Single,Master,85000,Urban,Audi,4,2.0,10000,2,0,3,9,High
AFYTI,53,M,Manager,Widowed,Master,55000,Rural,Honda,2,4.0,17000,1,3,1,32,High
OZQTH,44,M,Retired,Divorced,None,130000,Rural,Mercedes,2,3.0,15000,3,1,2,6,Medium
HCEKH,52,F,Engineer,Widowed,None,80000,Urban,Chevrolet,3,1.5,14000,1,4,3,18,High
XCDPQ,40,M,Teacher,Single,Master,135000,Urban,Mercedes,4,2.5,6000,1,1,0,33,Low
APVOW,32,F,Lawyer,Widowed,PhD,50000,Rural,Toyota,5,2.0,7000,0,3,1,26,High
OPZIR,66,M,Student,Divorced,PhD,65000,Rural,Nissan,10,2.0,12000,2,1,1,9,Medium
NDVIY,28,F,Teacher,Widowed,Master,55000,Urban,Tesla,1,1.5,7000,0,0,2,13,Medium
LNFFF,58,M,Doctor,Widowed,Master,30000,Suburban,BMW,2,2.0,13000,1,3,2,2,High
ZDUYQ,36,M,Doctor,Married,None,110000,Suburban,Mercedes,12,3.5,15000,3,3,3,2,Low
LNRWV,32,M,Artist,Widowed,Master,120000,Suburban,Honda,2,4.0,10000,1,0,0,36,Low
KQBGF,55,M,Artist,Married,PhD,140000,Urban,Tesla,10,2.0,18000,2,2,3,32,Medium
UEHRR,36,F,Lawyer,Divorced,Bachelor,35000,Suburban,Nissan,2,3.5,10000,3,0,1,7,Medium
TPVTJ,68,M,Manager,Single,Bachelor,20000,Rural,Toyota,9,3.0,11000,3,1,0,19,Low
YFIUE,26,M,Manager,Single,Master,55000,Suburban,Audi,4,3.0,11000,1,0,3,18,Low
JPSTM,44,F,Doctor,Married,PhD,70000,Suburban,BMW,5,2.0,7000,3,4,3,14,Medium
YQNKO,42,F,Lawyer,Single,PhD,120000,Rural,Mercedes,14,2.0,8000,2,3,1,11,High
MZZOX,27,M,Retired,Widowed,PhD,120000,Rural,Chevrolet,6,1.5,10000,2,4,3,11,Low
TFSXK,18,F,Architect,Single,Master,80000,Rural,Tesla,7,2.0,5000,3,2,1,33,High
SJLDJ,57,F,Artist,Divorced,PhD,135000,Suburban,Nissan,14,3.0,10000,0,1,0,23,High
KXWZG,61,F,Architect,Single,Bachelor,115000,Suburban,Chevrolet,14,3.5,8000,2,3,3,1,Low
HYFTG,32,M,Artist,Married,None,85000,Urban,Mercedes,5,4.0,15000,1,1,1,19,Low
WRVHQ,49,F,Engineer,Single,None,85000,Rural,Chevrolet,13,4.0,15000,2,0,1,17,High
GRSPE,64,M,Teacher,Widowed,None,90000,Urban,Tesla,1,3.5,18000,1,1,1,12,Low
JWYFD,46,F,Artist,Divorced,Master,90000,Rural,Audi,9,3.0,10000,1,3,1,21,Medium
HJVTR,57,M,Engineer,Married,Master,140000,Rural,Audi,7,2.0,10000,3,2,1,7,Medium
HZUYT,36,M,Architect,Single,None,35000,Suburban,Audi,1,1.5,9000,2,0,1,26,Low
AHQPU,68,M,Artist,Divorced,PhD,100000,Suburban,BMW,14,3.5,6000,3,4,3,9,Medium
FYZMF,21,F,Lawyer,Married,PhD,120000,Suburban,Audi,8,3.5,10000,3,2,0,16,High
FGPQD,26,M,Teacher,Single,Bachelor,90000,Suburban,Nissan,2,2.0,8000,1,0,3,27,Low
YLMDY,24,F,Artist,Single,Bachelor,135000,Rural,Chevrolet,1,2.5,18000,1,3,2,13,High
RYFSP,28,F,Manager,Single,PhD,90000,Rural,Chevrolet,13,3.0,17000,0,1,0,4,Medium
OVXHL,54,F,Architect,Widowed,None,110000,Urban,BMW,11,2.5,10000,3,0,2,19,Medium
EGUQM,48,F,Student,Married,PhD,45000,Rural,Ford,10,3.0,15000,3,4,0,9,Medium
BESXY,40,M,Lawyer,Married,Master,90000,Rural,Honda,14,4.0,7000,0,3,0,10,Low
LTPII,61,M,Manager,Divorced,None,25000,Urban,BMW,6,2.5,7000,1,3,0,22,Medium
COPJB,62,M,Manager,Widowed,None,110000,Urban,BMW,4,1.5,13000,1,1,0,16,High
YDDWM,66,M,Engineer,Divorced,Master,40000,Suburban,Ford,12,3.0,13000,1,2,1,18,Low
NHCUI,34,F,Student,Married,PhD,95000,Urban,Audi,14,2.5,15000,3,2,0,18,Low
SLXHJ,52,F,Teacher,Married,None,85000,Rural,BMW,2,2.0,7000,3,4,3,4,Low
TAQHH,32,M,Teacher,Single,PhD,145000,Rural,Mercedes,8,4.0,17000,0,0,1,27,Medium
TBVMU,32,F,Student,Single,Master,140000,Rural,BMW,8,2.0,5000,2,4,1,31,Low
HYZWA,45,F,Lawyer,Married,Master,135000,Urban,Toyota,10,1.5,5000,2,4,1,24,High
QDWAE,32,M,Engineer,Married,None,55000,Rural,Ford,10,4.0,18000,0,0,1,22,High
FTPDQ,50,F,Student,Divorced,Master,60000,Rural,Ford,7,2.0,8000,0,3,1,25,Medium
DJBUW,30,F,Architect,Married,Master,105000,Suburban,Mercedes,8,3.5,15000,1,1,2,23,Medium
WMYMZ,32,M,Manager,Single,Master,140000,Rural,Nissan,10,1.5,9000,1,2,2,37,High
KRLWX,55,M,Student,Widowed,PhD,110000,Rural,Tesla,8,3.0,19000,2,1,1,13,Medium
DSLZH,38,F,Teacher,Married,Master,35000,Suburban,Toyota,10,3.0,8000,1,2,0,19,Low
QGXOI,50,F,Doctor,Divorced,Master,85000,Urban,Chevrolet,8,2.0,8000,1,4,1,4,Low
GBNWY,53,M,Engineer,Widowed,PhD,120000,Urban,Chevrolet,2,2.0,18000,0,3,2,31,High
JRJSQ,29,M,Artist,Married,PhD,115000,Rural,Ford,11,3.0,5000,0,0,0,29,Medium
MSSLK,68,F,Lawyer,Married,None,30000,Suburban,Toyota,9,3.0,17000,2,3,1,29,Low
PRDZZ,27,M,Manager,Married,None,110000,Urban,Audi,5,3.5,15000,1,4,3,29,Low
UDGOQ,42,M,Engineer,Divorced,PhD,55000,Suburban,Mercedes,9,1.5,9000,0,3,1,29,Medium
OALSR,22,M,Teacher,Divorced,None,60000,Suburban,Tesla,11,3.0,8000,1,4,2,9,High
GOODK,66,M,Architect,Single,None,90000,Suburban,Honda,5,2.0,9000,2,1,2,5,Low
MEBKB,38,M,Doctor,Divorced,Bachelor,120000,Suburban,Mercedes,5,2.5,14000,1,2,0,31,High
KKNOY,42,F,Artist,Married,PhD,120000,Urban,Honda,7,3.5,12000,0,4,3,19,Low
GIOYR,37,F,Manager,Widowed,Bachelor,110000,Rural,Ford,10,1.5,7000,3,1,2,32,Medium
USZMH,66,F,Engineer,Single,Master,50000,Rural,Mercedes,6,4.0,7000,2,3,2,2,Low
DSLUF,59,M,Student,Married,PhD,75000,Rural,Honda,4,1.5,16000,0,2,2,31,High
MQZFH,33,M,Teacher,Widowed,PhD,25000,Suburban,Mercedes,3,3.5,9000,2,4,0,22,Medium
WXRVA,35,F,Doctor,Married,Bachelor,35000,Urban,Audi,11,2.0,14000,3,0,0,8,High
ZJPNU,60,M,Retired,Divorced,None,55000,Urban,Tesla,4,3.5,10000,0,4,0,2,Medium
QJNGF,48,F,Engineer,Single,Bachelor,115000,Suburban,Chevrolet,12,2.0,16000,1,2,0,38,High
XURUZ,19,M,Doctor,Widowed,None,145000,Suburban,Audi,5,1.5,9000,2,3,1,17,High
SYNNV,31,F,Engineer,Widowed,Master,80000,Rural,Ford,5,4.0,15000,2,0,1,13,High
SJDOV,29,M,Student,Divorced,None,120000,Rural,Nissan,6,2.0,13000,2,1,1,19,High
IVKNU,26,F,Student,Widowed,Bachelor,40000,Suburban,BMW,10,2.5,10000,1,1,1,10,Low
NKXVQ,30,M,Architect,Single,Bachelor,60000,Urban,Chevrolet,10,1.5,5000,0,4,0,16,Medium
EFHMU,55,M,Artist,Widowed,Bachelor,125000,Urban,Chevrolet,7,3.5,9000,2,2,2,27,High
UQVXW,31,M,Artist,Single,None,145000,Suburban,Chevrolet,12,2.0,18000,3,0,3,2,High
QOSFQ,54,F,Architect,Married,Bachelor,75000,Urban,Toyota,10,3.5,6000,2,1,3,10,Medium
OOSTD,27,M,Architect,Divorced,Bachelor,85000,Urban,Ford,7,1.5,19000,3,3,2,21,High
KJYAG,61,F,Lawyer,Divorced,None,115000,Rural,Nissan,8,2.0,19000,3,4,3,8,Medium
INSXI,21,M,Student,Married,Bachelor,45000,Rural,Tesla,3,3.5,13000,0,3,0,30,High
YKUZL,22,M,Manager,Single,None,20000,Rural,Honda,9,1.5,19000,2,2,0,10,High
IHIVB,47,M,Doctor,Married,Bachelor,30000,Suburban,Mercedes,14,2.0,19000,3,2,2,32,Medium
NPOAO,19,F,Manager,Divorced,PhD,145000,Suburban,BMW,8,4.0,16000,0,0,2,21,Low
UGDFP,42,F,Architect,Divorced,Master,55000,Rural,Ford,12,2.5,17000,3,3,1,29,High
ZYBIK,26,F,Retired,Widowed,Bachelor,125000,Urban,BMW,5,2.5,8000,0,3,3,26,High
AWOHA,27,F,Engineer,Married,None,55000,Urban,Chevrolet,13,2.0,14000,1,0,3,39,Low
AYKWR,66,M,Artist,Widowed,Master,135000,Suburban,Chevrolet,4,3.0,11000,3,3,3,8,Low
NIXUN,56,F,Retired,Widowed,Bachelor,50000,Urban,Honda,14,1.5,13000,3,1,2,16,High
CPACV,31,F,Lawyer,Single,PhD,115000,Rural,Chevrolet,2,1.5,10000,1,0,0,18,Low
AMFVC,66,M,Architect,Single,None,30000,Rural,Tesla,1,3.0,16000,0,2,1,39,Low
FXAKW,67,F,Teacher,Divorced,Bachelor,45000,Rural,Audi,13,3.0,19000,1,2,2,37,Low
UFCAJ,24,M,Lawyer,Divorced,Master,75000,Suburban,Toyota,7,2.5,12000,2,0,1,25,Medium
GMBUW,67,F,Retired,Married,PhD,40000,Suburban,Toyota,2,1.5,6000,2,4,3,8,High
IWGUE,58,M,Artist,Divorced,Master,35000,Suburban,Chevrolet,10,1.5,16000,2,1,2,27,Low
HKXXM,32,M,Architect,Widowed,PhD,80000,Rural,Nissan,13,2.0,11000,1,0,3,6,Medium
PCEFQ,51,M,Doctor,Married,None,50000,Urban,Chevrolet,3,3.5,17000,2,3,3,7,Medium
AOBYK,53,F,Teacher,Divorced,PhD,110000,Rural,Mercedes,2,3.5,10000,2,4,3,5,High
FFJCZ,64,M,Student,Widowed,Bachelor,90000,Suburban,Audi,4,2.0,13000,1,4,1,29,Medium
LYHQI,44,M,Student,Single,Bachelor,70000,Suburban,Ford,12,1.5,18000,3,1,2,2,Low
MFTVT,32,F,Artist,Married,Master,100000,Suburban,Honda,6,4.0,8000,2,3,3,33,Low
LAIPL,39,M,Manager,Divorced,Master,125000,Rural,Mercedes,3,2.0,9000,2,3,0,2,Medium
BQVAZ,29,F,Architect,Single,Master,115000,Rural,Honda,5,2.5,19000,0,4,1,19,High
ZEIJU,62,F,Manager,Married,PhD,60000,Rural,Ford,7,2.0,12000,3,0,1,24,Low
GZEDE,63,M,Engineer,Widowed,Master,135000,Rural,BMW,6,3.0,17000,0,2,3,18,High
ZGEMK,64,F,Artist,Divorced,Bachelor,110000,Rural,Honda,10,3.5,5000,3,3,3,34,High
KQKXC,18,F,Manager,Single,Bachelor,100000,Suburban,Ford,4,2.0,17000,2,2,3,10,High
YNIBX,58,F,Manager,Divorced,Bachelor,35000,Urban,Tesla,1,3.5,19000,0,1,2,24,Low
EWXUL,30,F,Doctor,Single,None,80000,Rural,BMW,6,2.5,13000,1,2,3,34,High
RQMFP,60,M,Teacher,Single,None,105000,Suburban,Chevrolet,8,2.5,17000,0,1,3,3,Medium
XISOJ,66,M,Artist,Divorced,None,120000,Rural,Audi,4,3.5,5000,3,3,3,3,High
BJVJD,54,F,Architect,Divorced,None,105000,Rural,Honda,2,3.0,8000,1,2,1,18,High
LJGEO,29,M,Artist,Single,Bachelor,85000,Rural,Tesla,10,1.5,17000,0,4,2,12,Low
BSSLC,53,F,Lawyer,Single,PhD,100000,Rural,Ford,8,4.0,12000,1,2,2,27,Medium
DUABU,46,M,Architect,Married,Master,60000,Urban,Honda,3,3.0,10000,3,0,2,3,High
EVQCV,36,F,Student,Married,PhD,55000,Urban,Ford,13,2.0,18000,0,0,2,1,Medium
SQHVB,37,F,Doctor,Single,Master,100000,Suburban,Nissan,5,2.0,6000,2,1,3,30,Medium
FGPZG,65,M,Doctor,Single,Master,130000,Suburban,Chevrolet,5,2.0,14000,2,1,1,12,Low
WNJNC,55,M,Architect,Married,Bachelor,45000,Urban,BMW,11,3.5,9000,2,0,0,24,High
AYKVR,52,M,Retired,Single,PhD,140000,Urban,Chevrolet,12,4.0,10000,2,3,1,34,High
KMULQ,19,M,Engineer,Married,None,45000,Urban,Toyota,1,3.0,5000,1,0,3,24,Low
ZUBPW,52,F,Teacher,Married,PhD,35000,Rural,Honda,11,3.0,7000,0,0,0,19,Medium
OZLBU,41,F,Student,Single,Master,140000,Rural,Mercedes,9,3.0,8000,3,3,1,9,Low
CXQPT,21,M,Lawyer,Widowed,Bachelor,65000,Urban,Chevrolet,2,2.5,12000,0,0,0,35,High
PQQAQ,24,M,Architect,Divorced,PhD,40000,Urban,Honda,13,3.5,11000,1,4,0,20,High
TXTGD,51,M,Retired,Married,None,95000,Urban,Ford,6,3.5,9000,3,4,3,20,High
QJGZP,45,M,Manager,Divorced,Bachelor,95000,Urban,Audi,7,2.5,13000,3,1,3,37,Low
CGOCG,45,F,Engineer,Divorced,Master,140000,Rural,Chevrolet,13,2.5,8000,3,2,2,11,Low
RXZJG,61,F,Teacher,Married,PhD,140000,Suburban,Audi,13,2.5,16000,1,1,1,17,High
JITQG,57,M,Teacher,Widowed,PhD,105000,Urban,Nissan,4,4.0,18000,0,0,3,24,Medium
AHQOP,64,M,Manager,Single,Bachelor,65000,Rural,Tesla,11,3.0,7000,2,2,2,15,Medium
LLJHH,36,F,Manager,Widowed,Master,115000,Urban,Toyota,8,4.0,10000,0,1,2,2,Medium
VEASU,65,M,Architect,Divorced,None,65000,Rural,Chevrolet,2,4.0,8000,0,3,3,21,Low
SYOGX,58,F,Manager,Widowed,Master,60000,Suburban,Tesla,9,2.5,14000,2,4,1,2,Medium
HFLVA,24,M,Manager,Widowed,PhD,140000,Urban,Toyota,8,3.5,14000,2,2,1,22,Medium
NMXRW,37,M,Doctor,Married,PhD,130000,Suburban,Honda,9,3.5,17000,0,4,2,9,Low
LZHDA,42,M,Artist,Widowed,Bachelor,30000,Urban,Tesla,7,4.0,17000,2,1,0,9,Medium
JWFKA,26,F,Engineer,Divorced,Master,90000,Rural,Honda,11,3.5,7000,0,1,3,28,Medium
DWXNI,45,M,Architect,Married,Master,40000,Urban,Audi,1,2.5,9000,1,4,1,28,Low
AKWWU,55,M,Student,Married,Master,145000,Urban,Mercedes,8,1.5,9000,2,2,1,27,Medium
KOURB,22,F,Lawyer,Single,Bachelor,40000,Rural,BMW,6,2.0,14000,2,1,0,4,High
GFPTB,58,F,Student,Divorced,Master,105000,Urban,Audi,10,3.5,17000,0,3,1,8,High
KYTFE,30,F,Lawyer,Married,None,100000,Suburban,Tesla,7,4.0,19000,2,3,3,21,Low
ZMNVP,68,F,Architect,Single,Master,65000,Suburban,Ford,13,4.0,7000,0,2,2,15,Medium
EZHCG,45,F,Architect,Divorced,None,135000,Suburban,Tesla,14,2.0,8000,3,2,2,30,Low
AEQUZ,62,M,Engineer,Divorced,PhD,65000,Rural,Chevrolet,12,2.5,6000,1,2,1,36,Low
UEHZR,55,F,Artist,Divorced,None,70000,Suburban,Chevrolet,7,2.5,10000,3,0,3,5,Low
XABIG,25,F,Doctor,Widowed,Bachelor,35000,Urban,Ford,6,2.5,7000,0,0,0,25,High
QMRZZ,62,F,Architect,Widowed,Bachelor,85000,Suburban,BMW,10,2.0,7000,3,1,1,13,Low
XKMKX,60,F,Architect,Married,PhD,80000,Rural,Toyota,2,3.5,18000,2,3,2,33,Medium
HBJEV,51,M,Engineer,Widowed,None,105000,Suburban,Mercedes,2,4.0,14000,0,0,1,27,Medium
WHXSK,57,F,Doctor,Widowed,Bachelor,65000,Rural,Nissan,3,4.0,8000,2,0,0,24,Low
SFSMR,41,F,Student,Single,Master,140000,Rural,Toyota,8,2.0,15000,3,4,3,37,High
NGAGL,26,M,Artist,Divorced,Bachelor,90000,Rural,Toyota,2,3.5,7000,3,3,1,16,High
VMVVF,61,M,Retired,Single,Bachelor,80000,Urban,Chevrolet,10,2.5,12000,1,1,2,1,Low
GGPYP,63,F,Retired,Single,PhD,75000,Rural,Ford,1,2.0,8000,0,2,1,27,Low
FUEGV,40,F,Artist,Married,Bachelor,115000,Suburban,Nissan,3,3.5,17000,2,2,1,2,Low
FUQYH,67,M,Doctor,Widowed,None,80000,Rural,Ford,9,2.5,5000,2,3,1,16,Low
QVYVZ,56,M,Artist,Married,Master,120000,Suburban,Honda,7,3.5,11000,1,1,1,15,Medium
PUVSQ,40,M,Teacher,Divorced,None,110000,Rural,Mercedes,1,3.5,16000,0,0,2,1,Medium
GGZCQ,32,F,Manager,Married,None,25000,Suburban,Tesla,14,1.5,7000,1,4,1,6,High
YLJHT,65,M,Artist,Widowed,None,70000,Suburban,Nissan,13,3.5,18000,2,0,2,31,Medium
VFOBV,60,F,Lawyer,Single,PhD,45000,Rural,Audi,2,2.0,7000,1,0,2,25,Medium
RTCEK,53,F,Doctor,Divorced,PhD,115000,Urban,Ford,13,1.5,5000,3,4,2,7,Medium
BEDYT,56,F,Retired,Single,PhD,20000,Rural,Chevrolet,1,1.5,10000,0,2,1,14,High
KTNGT,44,M,Teacher,Divorced,PhD,95000,Urban,Chevrolet,5,1.5,13000,1,0,0,23,High
UCBKR,20,F,Retired,Married,Bachelor,65000,Urban,BMW,9,3.0,19000,2,1,1,11,High
EFGTC,44,F,Artist,Divorced,None,90000,Suburban,Ford,8,1.5,14000,3,3,3,23,Medium
DVHKP,50,F,Student,Divorced,PhD,140000,Suburban,BMW,4,1.5,11000,3,4,3,30,Medium
UGOAW,40,M,Architect,Married,Bachelor,60000,Urban,Nissan,9,4.0,9000,1,2,1,15,High
NYHVZ,61,F,Engineer,Married,Bachelor,75000,Suburban,Ford,7,3.5,18000,3,2,2,10,Medium
USPJU,18,F,Manager,Widowed,Bachelor,135000,Urban,Chevrolet,1,4.0,10000,2,2,1,4,Medium
JAPWH,41,F,Artist,Single,Master,105000,Urban,Tesla,12,3.5,13000,1,0,3,10,Medium
QHKVD,31,M,Retired,Divorced,Master,70000,Rural,Tesla,7,2.0,12000,3,1,3,19,High
SUXRT,23,F,Lawyer,Widowed,Bachelor,115000,Suburban,Mercedes,7,1.5,14000,1,0,0,23,Medium
UNZZT,35,M,Doctor,Divorced,Master,55000,Suburban,Chevrolet,9,1.5,19000,1,4,2,32,Low
OFFVO,44,F,Manager,Divorced,Master,40000,Rural,Ford,4,1.5,16000,2,4,3,5,High
HYAHF,64,F,Manager,Single,None,145000,Rural,Honda,7,2.5,12000,2,1,3,29,High
FDURG,33,F,Engineer,Widowed,Master,105000,Rural,Honda,13,2.0,18000,1,1,1,30,Low
WHFDG,36,M,Artist,Widowed,Bachelor,130000,Urban,Ford,1,2.0,6000,2,1,0,32,Low
LALQR,46,F,Teacher,Single,Bachelor,90000,Rural,BMW,6,2.0,5000,2,3,2,36,High
